row_id	repo	path	member	kind	comment_chars	body_lines	swapped_from	mismatch_real	baseline_real	baseline_swapped	identifiers_missing	sample
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.reportError(String, String)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java	BaseJsonIterator.reportError(String, String)	method	262	5	BaseJsonIterator.skipLiteral(String, String, String)	0.000	1.000	0.500		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java#BaseJsonIterator.skipLiteral(String, String, String)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BaseJsonIterator.java	BaseJsonIterator.skipLiteral(String, String, String)	method	136	8	BaseJsonIterator.intDigit(int)	0.000	0.500	1.000		stale-candidate
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.doubleReusableCharBuffer()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java	BytesJsonIterator.doubleReusableCharBuffer()	method	1072	9	BytesJsonIterator.widenToCharBuf(int)	0.800	0.800	0.750	buf reset head length << 1	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.isContinuation(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java	BytesJsonIterator.isContinuation(int)	method	394	3	BytesJsonIterator.doubleReusableCharBuffer()	1.000	1.000	1.000	UTF	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.parseEscapedBase64String()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java	BytesJsonIterator.parseEscapedBase64String()	method	202	8	BytesJsonIterator.parseFieldNameSlow()	0.000	0.500	0.750		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.parseFieldNameSlow()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java	BytesJsonIterator.parseFieldNameSlow()	method	140	7	BytesJsonIterator.isContinuation(int)	0.500	0.500	1.000	UTF	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java#BytesJsonIterator.widenToCharBuf(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/BytesJsonIterator.java	BytesJsonIterator.widenToCharBuf(int)	method	66	15	BytesJsonIterator.parseEscapedBase64String()	0.000	0.000	0.500		stale-candidate
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.computeFloat(boolean, long, long)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java	DoubleParser.computeFloat(boolean, long, long)	method	186	68	DoubleParser.parse(char[], int, int)	1.000	1.000	1.000	computeDouble	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parse(char[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java	DoubleParser.parse(char[], int, int)	method	145	3	DoubleParser.parseFloat(char[], int, int)	1.000	1.000	1.000	buf[offset, offset + len) parseDouble NumberFormatExceptions	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parseFloat(char[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java	DoubleParser.parseFloat(char[], int, int)	method	141	3	DoubleParser.computeFloat(boolean, long, long)	1.000	1.000	1.000	buf[offset, offset + len) NumberFormatExceptions	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[])	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.enumMatcher(E[])	method	462	3	FieldMatcher.enumMatcherIgnoreCase(E[])	0.800	0.800	1.000	null applyChars JsonIterator fieldEqualsIgnoreCase	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[], Function<E, String>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.enumMatcher(E[], Function<E, String>)	method	164	12	FieldMatcher.enumMatcherIgnoreCase(E[])	0.500	1.000	1.000	IllegalArgumentException	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[])	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.enumMatcherIgnoreCase(E[])	method	309	3	FieldMatcher.of(FieldMatcher, String...)	1.000	1.000	1.000	enumMatcher JsonIterator fieldEqualsIgnoreCase IllegalArgumentException	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[], Function<E, String>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.enumMatcherIgnoreCase(E[], Function<E, String>)	method	59	19	FieldMatcher.of(FieldMatcher, String...)	0.000	1.000	1.000		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.equals(byte[], char[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.equals(byte[], char[], int, int)	method	136	11	FieldMatcher.hash(byte[], int, int)	1.000	1.000	1.000	UTF	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.hash(byte[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.hash(byte[], int, int)	method	232	10	FieldMatcher.enumMatcher(E[])	1.000	1.000	1.000	length	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(byte[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.match(byte[], int, int)	method	331	11	FieldMatcher.equals(byte[], char[], int, int)	1.000	1.000	1.000	buf[offset, offset + len) CharBufferFunction JsonIterator applyChars	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(char[], int, int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.match(char[], int, int)	method	260	18	FieldMatcher.equals(byte[], char[], int, int)	1.000	1.000	1.000	UTF	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.of(FieldMatcher, String...)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java	FieldMatcher.of(FieldMatcher, String...)	method	232	9	FieldMatcher.match(byte[], int, int)	1.000	1.000	1.000	numFields	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/InstantParser.java#InstantParser.DAYS_0000_TO_1970	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/InstantParser.java	InstantParser.DAYS_0000_TO_1970	field	144	1		0.000	0.000			
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.escapeJson(String)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java	JIUtil.escapeJson(String)	method	1305	56	JIUtil.needsEscape(char)	1.000	1.000	1.000	stringify null NullPointerException JSON escapeQuotesChecked ASCII DEL UTF	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.needsEscape(char)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java	JIUtil.needsEscape(char)	method	432	3	JIUtil.escapeJson(String)	1.000	1.000	1.000	length && TABLE[c] JSON	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.context()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java	JsonException.context()	method	376	3	JsonException.op()	1.000	1.000	1.000	JSON BaseJsonIterator ERROR_CONTEXT_RADIUS	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.offset()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java	JsonException.offset()	method	127	3	JsonException.context()	0.000	1.000	1.000		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.op()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java	JsonException.op()	method	132	3	JsonException.offset()	1.000	1.000	1.000	readString	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.notNull()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.notNull()	method	177	3	JsonIterator.readOrNull(Function<JsonIterator, T>)	0.500	0.500	1.000	null	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(FieldMatcher, P)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.parseObject(FieldMatcher, P)	method	49	4	JsonIterator.readFully(InputStream)	0.000	1.000	1.000		random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.parseObject(P)	method	255	4	JsonIterator.readFully(InputStream)	0.500	0.500	1.000	implements FieldBufferPredicate, Supplier<Entry>	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P, Function<P, R>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.parseObject(P, Function<P, R>)	method	192	4	JsonIterator.readFully(InputStream)	1.000	1.000	1.000	create	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readBooleanOr(boolean)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readBooleanOr(boolean)	method	66	8	JsonIterator.parseObject(P)	0.250	0.250	1.000	readLongOr	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readByteArray()	method	280	3	JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	0.833	0.833	1.000	null readInt JSON readArray decodeBase64String	stale-candidate
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(byte[])	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readByteArray(byte[])	method	259	7	JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	0.500	0.500	0.889	length ArrayIndexOutOfBoundsException	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readByteArray(int)	method	318	15	JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	0.500	0.500	0.889	null	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readCollection(C, Function<JsonIterator, T>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readCollection(C, Function<JsonIterator, T>)	method	280	7	JsonIterator.readList(Function<JsonIterator, T>)	0.571	0.571	0.667	null readList JSON notNull	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readFully(InputStream)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readFully(InputStream)	method	77	7	JsonIterator.readCollection(C, Function<JsonIterator, T>)	0.500	0.500	1.000	EOF	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readIntArray()	method	108	3	JsonIterator.readLongArray()	0.750	0.750	1.000	null JSON readArray	stale-candidate
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray(int)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readIntArray(int)	method	281	15	JsonIterator.readLongArray()	0.500	0.500	0.750	null	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(Function<JsonIterator, T>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readList(Function<JsonIterator, T>)	method	177	3	JsonIterator.readIntArray()	0.500	0.500	1.000	null JSON	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(int, Function<JsonIterator, T>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readList(int, Function<JsonIterator, T>)	method	71	3	JsonIterator.readIntArray()	0.000	1.000	1.000		random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongArray()	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readLongArray()	method	114	3	JsonIterator.readByteArray()	0.750	0.750	1.000	null JSON readArray	stale-candidate
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongOr(long)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readLongOr(long)	method	391	8	JsonIterator.readBooleanOr(boolean)	0.625	0.625	0.667	null Note the type check is strict: a number quoted as a string skips to readOrNull JSON readNumberOrNumberString	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	method	576	10	JsonIterator.notNull()	0.667	0.667	1.000	static Entry parse String::new null JSON readArray notNull	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, Function<JsonIterator, V>, Function<V, K>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readMap(M, Function<JsonIterator, V>, Function<V, K>)	method	445	9	JsonIterator.notNull()	0.600	0.600	1.000	null JSON notNull	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	method	92	5	JsonIterator.notNull()	0.000	1.000	1.000		random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, Function<JsonIterator, V>, Function<V, K>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readMap(int, Function<JsonIterator, V>, Function<V, K>)	method	91	5	JsonIterator.notNull()	0.000	1.000	1.000		
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(Function<JsonIterator, T>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readOrNull(Function<JsonIterator, T>)	method	124	3	JsonIterator.readLongOr(long)	0.333	0.333	0.857	JSON	random
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(ValueType, Function<JsonIterator, T>)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java	JsonIterator.readOrNull(ValueType, Function<JsonIterator, T>)	method	414	8	JsonIterator.readLongOr(long)	0.600	0.600	0.714	STRING, JsonIterator::decodeBase64String) OBJECT, Entry::parse)) JSON	
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/ValueType.java#ValueType.of(char)	json-iterator	json-iterator/src/main/java/systems/comodal/jsoniter/ValueType.java	ValueType.of(char)	method	138	3		0.000	1.000			random
ravina#ravina-core/src/main/java/software/sava/services/core/NanoClock.java#NanoClock.currentTimeMillis()	ravina	ravina-core/src/main/java/software/sava/services/core/NanoClock.java	NanoClock.currentTimeMillis()	method	485	3		0.500	0.667		SYSTEM	
ravina#ravina-core/src/main/java/software/sava/services/core/remote/call/BackoffConfig.java#BackoffConfig.delayUnit(TimeUnit)	ravina	ravina-core/src/main/java/software/sava/services/core/remote/call/BackoffConfig.java	BackoffConfig.delayUnit(TimeUnit)	method	392	16		0.000	0.000			
ravina#ravina-core/src/main/java/software/sava/services/core/request_capacity/CapacityConfig.java#CapacityConfig$Parser.capacityFromDuration(Duration, int, Duration)	ravina	ravina-core/src/main/java/software/sava/services/core/request_capacity/CapacityConfig.java	CapacityConfig$Parser.capacityFromDuration(Duration, int, Duration)	method	418	12		0.250	0.250		maxCapacity * minCapacityDuration / resetDuration	
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoService.java#EpochInfoService.numSamples(Duration)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoService.java	EpochInfoService.numSamples(Duration)	method	288	15		0.333	0.333		EpochInfoServiceImpl	
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	field	64	1	EpochInfoServiceImpl.STALE_EPOCH_FETCH	1.000	1.000	1.000	getRecentPerformanceSamples	random
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.STALE_EPOCH_FETCH	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.STALE_EPOCH_FETCH	field	287	4	EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	1.000	1.000	1.000	RPC	random
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.checkCycle(Cycle, boolean)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.checkCycle(Cycle, boolean)	method	680	56	EpochInfoServiceImpl.start()	1.000	1.000	1.000	park == false md	stale-candidate
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.epochLogMessage(Epoch, Epoch, long)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.epochLogMessage(Epoch, Epoch, long)	method	331	18	EpochInfoServiceImpl.newCycle(Epoch, long)	0.000	0.000	1.000		
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.newCycle(Epoch, long)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.newCycle(Epoch, long)	method	397	42	EpochInfoServiceImpl.checkCycle(Cycle, boolean)	1.000	1.000	1.000	checkCycle	
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.start()	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java	EpochInfoServiceImpl.start()	method	337	17	EpochInfoServiceImpl.epochLogMessage(Epoch, Epoch, long)	1.000	1.000	1.000	awaitInitialized checkCycle	stale-candidate
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	field	65	1	SlotPerformanceStats.MIN_TARGET_MILLIS_PER_SLOT	0.000	0.333	1.000		random
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MIN_MILLIS_PER_SLOT	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.DEFAULT_MIN_MILLIS_PER_SLOT	field	79	1	SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	0.000	0.667	0.333		
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.MIN_TARGET_MILLIS_PER_SLOT	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.MIN_TARGET_MILLIS_PER_SLOT	field	202	1	SlotPerformanceStats.DEFAULT_MIN_MILLIS_PER_SLOT	1.000	1.000	0.667	SIMD	
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.calculateStats(List<PerfSample>)	method	143	3		0.000	0.500			
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.calculateStats(List<PerfSample>, int)	method	90	3		0.000	0.500			random
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int, int)	ravina	ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java	SlotPerformanceStats.calculateStats(List<PerfSample>, int, int)	method	108	59		0.000	0.500			stale-candidate
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.DEFAULT_LOOK_BACK_SLOTS	ravina	ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java	PriorityFeeRequest.DEFAULT_LOOK_BACK_SLOTS	field	58	1	PriorityFeeRequest.MIN_LOOK_BACK_SLOTS	0.000	0.750	0.750		
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MAX_LOOK_BACK_SLOTS	ravina	ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java	PriorityFeeRequest.MAX_LOOK_BACK_SLOTS	field	48	1	PriorityFeeRequest.DEFAULT_LOOK_BACK_SLOTS	0.000	0.667	0.667		
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MIN_LOOK_BACK_SLOTS	ravina	ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java	PriorityFeeRequest.MIN_LOOK_BACK_SLOTS	field	49	1	PriorityFeeRequest.MAX_LOOK_BACK_SLOTS	0.000	0.667	0.667		
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseInstructionService.java#BaseInstructionService.LATEST_BLOCK_HASH_CALL_CONTEXT	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseInstructionService.java	BaseInstructionService.LATEST_BLOCK_HASH_CALL_CONTEXT	field	243	2		0.000	0.600			random
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.clampedSkipRate()	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java	BaseTxMonitorService.clampedSkipRate()	method	301	8	BaseTxMonitorService.confirmedBlockHeight()	1.000	1.000	1.000	NaN	
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.confirmedBlockHeight()	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java	BaseTxMonitorService.confirmedBlockHeight()	method	197	7	BaseTxMonitorService.clampedSkipRate()	1.000	1.000	1.000	blockHeight	random
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxCommitmentMonitorService.java#TxCommitmentMonitorService.finalizationTimeoutMillis()	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/TxCommitmentMonitorService.java	TxCommitmentMonitorService.finalizationTimeoutMillis()	method	414	3		1.000	1.000		orTimeout	random
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxExpirationMonitorService.java#TxExpirationMonitorService.SETTLE_BUFFER_BLOCKS	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/TxExpirationMonitorService.java	TxExpirationMonitorService.SETTLE_BUFFER_BLOCKS	field	1255	1		1.000	1.000		lastValidBlockHeight orTimeout URL	random
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java	TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	method	85	23	TxMonitorService.queueResult(Commitment, Commitment, String, SendTxContext, boolean)	0.000	1.000	1.000		random
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.queueResult(Commitment, Commitment, String, SendTxContext, boolean)	ravina	ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java	TxMonitorService.queueResult(Commitment, Commitment, String, SendTxContext, boolean)	method	283	14	TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	1.000	1.000	1.000	maxRetries transactionPublisher	
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManager.java#WebSocketManager.checkConnection()	ravina	ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManager.java	WebSocketManager.checkConnection()	method	408	3		0.000	0.500			random
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.installConnectAttempt(SolanaRpcWebsocket, CompletableFuture<?>)	ravina	ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java	WebSocketManagerImpl.installConnectAttempt(SolanaRpcWebsocket, CompletableFuture<?>)	method	487	9	WebSocketManagerImpl.markOpen(SolanaRpcWebsocket, CompletableFuture<?>)	0.500	0.500	0.778	connect	
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.markOpen(SolanaRpcWebsocket, CompletableFuture<?>)	ravina	ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java	WebSocketManagerImpl.markOpen(SolanaRpcWebsocket, CompletableFuture<?>)	method	1013	20	WebSocketManagerImpl.installConnectAttempt(SolanaRpcWebsocket, CompletableFuture<?>)	0.333	0.500	1.000	onOpen webSocket == current beginFailure	
